"age","workclass","fnlwgt","education","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
33,"2",168981,"12","5","11","1","4","0",0,0,25,"38","<=50K"
24,"2",117779,"9","4","9","1","4","1",0,0,10,"38","<=50K"
26,"2",247455,"11","5","3","4","4","0",0,0,35,"38","<=50K"
63,"3",215833,"15","2","3","0","4","1",0,0,25,"38","<=50K"
44,"0",243636,"7","2","9","0","4","1",0,0,45,"38",">50K"
52,"0",192386,"9","2","12","0","4","1",0,0,40,"38",">50K"
34,"2",158615,"9","2","3","0","4","1",0,0,50,"38",">50K"
59,"0",293971,"8","2","9","0","2","1",0,1902,40,"13",">50K"
61,"1",248595,"9","2","12","0","4","1",0,0,60,"38",">50K"
38,"5",22245,"15","0","3","4","0","1",0,0,40,"8","<=50K"
28,"4",39388,"15","2","13","0","4","1",3464,0,50,"38","<=50K"
55,"5",136819,"12","2","3","0","4","1",0,0,40,"38",">50K"
22,"2",309178,"15","4","7","3","4","1",0,0,40,"38","<=50K"
27,"4",411950,"11","4","2","1","4","1",0,2001,45,"38","<=50K"
32,"2",237903,"15","4","0","1","4","0",3887,0,45,"38","<=50K"
27,"2",360097,"7","4","5","1","4","1",0,0,40,"38","<=50K"
29,"2",115677,"9","4","5","1","4","1",0,0,25,"38","<=50K"
23,"2",155919,"6","4","5","3","4","1",0,2205,40,"38","<=50K"
53,"2",304353,"11","2","11","0","4","1",0,0,40,"38","<=50K"
36,"2",272944,"9","2","12","0","4","1",0,0,50,"38",">50K"
37,"5",103474,"10","2","7","5","4","0",0,0,45,"38","<=50K"
45,"2",81132,"15","0","3","1","4","1",0,0,65,"38","<=50K"
29,"2",39484,"10","4","9","1","4","1",0,0,50,"38","<=50K"
29,"2",110134,"8","2","2","0","4","1",0,0,40,"38","<=50K"
40,"2",183096,"9","0","11","4","4","0",0,0,35,"38","<=50K"
32,"2",496743,"3","2","4","0","3","1",0,0,50,"26","<=50K"
41,"2",206066,"11","0","11","1","4","1",0,0,45,"38","<=50K"
51,"2",128143,"9","2","11","0","4","1",0,0,40,"38",">50K"
19,"2",84610,"11","4","11","3","1","0",0,0,20,"38","<=50K"
40,"2",195892,"15","2","3","5","4","0",0,0,25,"38","<=50K"
57,"2",170287,"12","3","11","1","4","1",0,0,50,"38",">50K"
57,"2",46699,"11","0","0","1","4","0",0,0,40,"38","<=50K"
28,"2",115438,"11","4","2","1","4","1",0,0,40,"38","<=50K"
36,"2",247936,"9","4","9","4","4","0",0,0,33,"38","<=50K"
51,"2",254211,"11","2","2","0","4","1",0,0,40,"38","<=50K"
34,"0",195136,"15","2","0","5","3","0",0,0,19,"38","<=50K"
26,"2",335998,"11","4","5","3","4","0",0,0,40,"38","<=50K"
55,"1",110490,"12","6","9","4","2","0",0,0,40,"38","<=50K"
33,"2",204494,"15","2","2","0","4","1",0,0,40,"38",">50K"
27,"4",243569,"11","2","2","0","4","1",0,0,72,"38","<=50K"
27,"2",174645,"11","0","0","3","4","0",0,0,40,"38","<=50K"
33,"2",100228,"11","5","7","1","4","1",0,0,30,"38","<=50K"
35,"4",195744,"5","2","4","0","4","1",0,0,70,"25","<=50K"
56,"2",190257,"0","2","13","0","4","1",0,0,40,"38",">50K"
53,"4",291755,"4","2","2","0","4","1",0,0,18,"38","<=50K"
33,"2",121904,"11","6","12","4","2","0",0,1669,40,"38","<=50K"
22,"2",60552,"7","4","0","3","4","0",0,0,10,"38","<=50K"
33,"2",72338,"11","4","2","1","1","1",0,0,40,"38","<=50K"
47,"2",175925,"14","2","9","0","4","1",0,0,40,"38",">50K"
26,"2",179010,"11","2","6","0","4","1",0,0,55,"38","<=50K"
41,"1",185057,"12","0","9","4","4","0",0,0,70,"38","<=50K"
30,"0",314310,"12","2","11","0","2","1",0,0,40,"38",">50K"
58,"3",130454,"14","2","9","0","4","1",0,0,35,"38",">50K"
47,"2",200734,"11","0","3","4","4","0",0,0,44,"38","<=50K"
42,"0",284403,"7","4","0","1","2","1",0,0,40,"38","<=50K"
44,"1",231793,"11","3","3","4","4","0",0,0,40,"38","<=50K"
40,"5",59460,"11","4","0","4","1","0",0,0,40,"38","<=50K"
38,"1",223004,"15","5","9","4","1","1",0,0,40,"29","<=50K"
40,"2",77975,"15","2","6","0","4","1",0,0,40,"38",">50K"
54,"5",32778,"15","0","0","1","4","0",0,0,40,"38","<=50K"
55,"2",202559,"15","5","2","1","4","1",0,2001,60,"38","<=50K"
17,"2",207791,"1","4","7","3","4","1",0,0,30,"38","<=50K"
22,"2",107801,"11","4","0","3","4","0",0,0,40,"10","<=50K"
34,"2",40067,"9","2","9","0","4","1",0,0,40,"38","<=50K"
41,"1",190786,"14","4","9","1","4","1",0,0,36,"38","<=50K"
49,"5",72619,"12","4","9","3","4","0",0,0,40,"38","<=50K"
48,"2",176732,"11","0","0","1","4","0",0,0,38,"38","<=50K"
50,"2",139464,"1","4","6","4","3","0",0,0,38,"3","<=50K"
66,"3",220543,"11","2","3","0","4","1",0,0,24,"8","<=50K"
29,"2",54932,"15","4","3","1","4","1",0,0,60,"38","<=50K"
30,"2",170130,"11","4","11","1","4","0",0,0,40,"38","<=50K"
25,"2",385646,"15","2","3","0","4","1",0,0,65,"38","<=50K"
40,"2",111829,"9","4","9","4","4","0",0,0,35,"38","<=50K"
41,"4",27305,"9","2","11","0","4","1",0,0,50,"38","<=50K"
54,"2",141663,"11","5","0","4","4","1",0,0,40,"38","<=50K"
33,"4",67482,"11","2","3","5","1","0",7688,0,30,"29",">50K"
48,"2",119722,"11","2","2","0","4","1",0,0,50,"38",">50K"
38,"3",159179,"15","2","3","0","4","1",0,0,55,"38",">50K"
60,"2",166330,"11","6","3","1","4","0",0,0,55,"38","<=50K"
35,"2",186886,"11","0","3","4","4","0",0,0,50,"38","<=50K"
36,"4",245090,"15","2","3","0","4","1",0,0,70,"38","<=50K"
38,"2",181716,"15","4","4","1","0","1",0,0,45,"38","<=50K"
44,"2",242521,"12","2","13","0","2","1",7688,0,40,"38",">50K"
76,"2",93125,"11","2","11","0","4","1",0,0,16,"38","<=50K"
20,"2",386643,"15","4","0","3","4","0",0,0,15,"38","<=50K"
53,"3",96062,"10","2","11","0","4","1",0,0,40,"38",">50K"
28,"2",147560,"15","2","2","0","4","1",0,0,40,"38","<=50K"
48,"4",104790,"11","2","13","0","4","1",0,0,55,"38","<=50K"
40,"2",222756,"11","4","2","3","2","1",0,0,40,"38","<=50K"
38,"2",185330,"11","4","7","4","2","0",0,0,40,"38","<=50K"
35,"2",465507,"15","2","5","0","4","1",0,0,38,"38","<=50K"
43,"3",225165,"11","2","3","0","4","1",0,1902,55,"38",">50K"
32,"2",180799,"8","2","5","0","4","1",0,0,40,"38","<=50K"
34,"1",229531,"7","0","10","1","2","1",0,0,61,"38","<=50K"
24,"2",235894,"11","4","6","3","4","1",0,0,40,"8","<=50K"
23,"2",172232,"15","4","5","3","2","1",0,0,22,"38","<=50K"
28,"2",137898,"7","4","9","3","4","0",0,0,40,"38","<=50K"
20,"2",219262,"15","4","5","1","4","1",0,0,40,"38","<=50K"
46,"2",330087,"15","2","11","0","4","1",0,0,45,"38",">50K"
17,"2",19752,"1","4","7","3","4","0",0,0,15,"38","<=50K"
21,"2",249957,"11","4","7","3","4","1",0,0,35,"38","<=50K"
26,"2",53598,"15","4","0","1","4","0",0,0,40,"38","<=50K"
44,"2",205051,"7","4","9","3","4","0",0,0,35,"38","<=50K"
33,"2",196266,"11","4","5","3","4","1",0,0,40,"22","<=50K"
21,"2",111676,"15","4","7","1","4","0",0,0,40,"38","<=50K"
31,"2",226756,"15","4","0","1","2","1",0,0,35,"38","<=50K"
61,"2",380462,"11","2","7","0","4","1",0,0,40,"38","<=50K"
44,"3",49249,"14","2","3","0","4","1",0,0,40,"38",">50K"
21,"1",32639,"8","4","0","3","4","1",0,0,30,"38","<=50K"
42,"0",122861,"9","2","0","0","4","1",0,0,48,"10",">50K"
23,"2",143062,"15","4","7","3","4","1",0,0,60,"38","<=50K"
49,"2",62793,"11","0","11","4","4","0",0,0,37,"38","<=50K"
22,"3",265116,"11","4","2","3","4","1",0,0,40,"38","<=50K"
33,"5",313729,"11","2","2","0","4","1",0,0,40,"38","<=50K"
32,"1",84119,"15","2","7","0","4","1",0,0,37,"38","<=50K"
53,"2",31588,"9","2","12","0","4","1",0,0,50,"38",">50K"
36,"2",229180,"15","0","3","1","4","0",0,0,38,"38","<=50K"
25,"2",141706,"15","4","0","1","4","0",0,0,40,"38","<=50K"
53,"2",95469,"9","4","7","1","4","1",0,0,35,"38","<=50K"
33,"2",37274,"7","4","0","1","4","1",0,0,40,"38","<=50K"
18,"2",165754,"15","4","11","3","4","0",0,0,9,"38","<=50K"
20,"2",225395,"7","4","0","1","4","0",0,0,15,"38","<=50K"
33,"2",287908,"9","4","9","1","2","1",0,0,60,"38","<=50K"
24,"2",145964,"15","4","6","3","1","1",0,0,55,"39","<=50K"
45,"2",264526,"8","2","9","0","4","1",5013,0,45,"38",">50K"
39,"2",165215,"12","2","9","5","4","0",0,1977,18,"13",">50K"
23,"2",213811,"7","4","3","4","4","0",0,0,50,"38",">50K"
48,"2",107682,"11","2","11","5","4","0",0,0,12,"38","<=50K"
51,"2",673764,"12","2","12","0","4","1",0,0,40,"38",">50K"
26,"2",152035,"11","4","0","3","4","0",0,0,34,"38","<=50K"
31,"2",156493,"11","2","11","0","4","1",0,0,40,"38",">50K"
51,"3",166459,"14","2","9","0","4","1",99999,0,65,"38",">50K"
20,"2",301199,"11","4","11","3","4","0",0,0,30,"38","<=50K"
23,"2",211046,"9","4","9","3","4","0",0,0,40,"38","<=50K"
58,"2",118303,"11","2","11","5","4","0",0,0,40,"38","<=50K"
53,"2",242606,"11","2","13","0","4","1",0,0,60,"38","<=50K"
49,"2",379779,"4","4","7","4","4","0",0,0,32,"4","<=50K"
44,"3",320984,"11","2","2","0","4","1",0,0,60,"38",">50K"
45,"2",449354,"9","4","13","1","4","1",0,0,60,"38","<=50K"
26,"2",89389,"9","4","0","1","1","0",0,0,40,"38","<=50K"
36,"4",118429,"11","2","3","0","4","1",0,0,35,"38","<=50K"
55,"2",52953,"7","5","3","4","4","0",0,0,40,"38","<=50K"
30,"2",110643,"11","0","6","4","4","1",0,0,40,"38","<=50K"
31,"2",231569,"9","4","11","1","4","0",0,0,50,"38","<=50K"
63,"0",230545,"11","6","0","4","4","0",0,0,25,"38","<=50K"
36,"0",343052,"10","5","9","1","4","0",0,2824,40,"38",">50K"
18,"4",213024,"1","4","13","3","4","1",0,0,30,"8","<=50K"
17,"2",242718,"2","4","5","3","4","1",0,0,40,"38","<=50K"
27,"2",159897,"11","4","3","1","4","0",0,0,40,"38","<=50K"
30,"2",182771,"11","2","11","0","4","1",0,1902,50,"38",">50K"
23,"2",74568,"11","4","11","3","4","1",0,0,40,"38","<=50K"
64,"2",153894,"15","6","11","1","4","0",0,0,45,"38","<=50K"
31,"2",167319,"9","2","3","0","4","1",5013,0,50,"38","<=50K"
46,"2",133616,"7","0","3","1","4","0",0,1974,40,"38","<=50K"
22,"2",202416,"11","4","9","1","4","0",0,0,40,"38","<=50K"
64,"3",307786,"3","0","11","1","4","1",0,0,40,"38","<=50K"
31,"2",73514,"11","4","0","3","0","0",0,0,40,"38","<=50K"
39,"2",165186,"11","4","2","3","4","1",0,0,35,"19","<=50K"
30,"2",143526,"15","4","2","3","4","1",0,0,40,"38","<=50K"
29,"0",229300,"15","4","2","1","4","1",0,0,40,"38","<=50K"
42,"2",36271,"15","2","2","0","4","1",5013,0,40,"38",">50K"
44,"2",172025,"11","4","0","1","4","0",0,0,40,"38","<=50K"
23,"2",44064,"15","2","3","0","4","1",4064,0,75,"38","<=50K"
22,"2",370548,"11","4","5","3","2","1",0,0,40,"38","<=50K"
35,"2",63921,"11","2","2","0","1","1",0,0,40,"38","<=50K"
59,"4",32552,"5","2","13","0","4","1",0,0,50,"38","<=50K"
36,"2",288103,"11","0","2","1","4","1",0,0,40,"38","<=50K"
33,"2",609789,"15","4","2","1","4","1",0,0,40,"38","<=50K"
38,"2",32271,"6","2","13","0","4","1",0,0,84,"38","<=50K"
45,"3",173664,"14","2","4","0","4","1",0,0,40,"38","<=50K"
52,"0",290856,"15","2","9","0","4","1",0,0,40,"38","<=50K"
34,"2",111985,"11","2","11","0","4","1",0,0,40,"38","<=50K"
36,"2",119957,"11","4","12","3","2","0",0,0,40,"38","<=50K"
45,"2",182313,"9","2","12","0","4","1",0,0,40,"38",">50K"
29,"2",120359,"15","4","11","1","4","1",0,0,50,"38","<=50K"
45,"2",81132,"9","4","3","1","4","1",0,0,40,"38","<=50K"
37,"4",154410,"11","2","2","0","4","1",0,0,40,"38","<=50K"
25,"2",306352,"8","0","12","1","4","1",0,0,56,"38","<=50K"
34,"4",29254,"11","2","13","0","4","1",0,0,45,"38","<=50K"
18,"2",423052,"0","4","11","3","4","0",0,0,24,"38","<=50K"
28,"2",173673,"4","4","7","1","4","0",0,0,80,"38","<=50K"
19,"2",285263,"11","4","5","3","4","1",0,0,28,"38","<=50K"
31,"1",50442,"11","5","7","4","4","0",0,0,26,"38","<=50K"
43,"2",188905,"6","2","8","5","2","0",0,0,40,"38","<=50K"
51,"2",257337,"11","2","6","0","4","1",0,0,40,"38","<=50K"
20,"2",164922,"11","4","2","1","4","1",0,0,40,"38","<=50K"
55,"2",199856,"8","6","0","1","4","0",0,0,40,"1","<=50K"
39,"2",204501,"9","2","3","0","4","1",0,0,45,"28",">50K"
43,"4",187778,"11","2","7","0","4","1",3942,0,60,"38","<=50K"
34,"2",27380,"9","2","9","0","4","1",0,0,40,"38","<=50K"
21,"5",142766,"15","4","7","3","4","1",0,0,20,"38","<=50K"
28,"2",142712,"9","4","11","1","4","1",0,0,45,"38","<=50K"
22,"2",305466,"11","2","2","0","4","1",0,0,40,"38","<=50K"
64,"2",153894,"1","6","12","1","4","0",0,0,12,"38","<=50K"
36,"2",414683,"15","2","5","0","4","1",0,0,40,"38","<=50K"
20,"3",182200,"11","4","0","3","4","0",0,0,30,"38","<=50K"
27,"2",367329,"15","4","10","3","4","1",0,0,40,"38","<=50K"
52,"2",82285,"10","0","3","1","4","0",0,0,30,"38","<=50K"
42,"2",183241,"11","2","0","5","4","0",0,0,40,"38","<=50K"
47,"4",88500,"9","2","3","0","4","1",0,0,40,"10","<=50K"
22,"1",244408,"15","4","9","4","2","0",0,0,40,"38","<=50K"
34,"2",216864,"11","0","7","4","4","0",0,0,40,"38","<=50K"
29,"2",383745,"11","4","12","4","4","1",0,0,35,"38","<=50K"
26,"2",208122,"15","0","10","1","4","1",0,0,44,"38","<=50K"
31,"2",243605,"11","0","6","4","4","0",0,0,37,"38","<=50K"
31,"2",153078,"11","4","4","1","1","1",0,0,40,"35","<=50K"
41,"2",185267,"11","2","0","0","4","1",0,0,40,"38","<=50K"
54,"4",158948,"9","2","2","0","4","1",0,0,55,"38","<=50K"
40,"2",282155,"15","0","3","4","4","0",0,0,40,"38","<=50K"
19,"3",174202,"15","4","11","3","4","1",0,0,25,"38","<=50K"
35,"2",401930,"11","4","5","1","4","0",0,0,35,"38","<=50K"
24,"2",128487,"15","3","0","3","2","0",0,0,45,"38","<=50K"
44,"2",116632,"14","2","9","0","1","1",0,0,60,"18",">50K"
33,"2",170651,"11","5","0","4","4","0",1471,0,40,"38","<=50K"
80,"4",82815,"11","2","11","0","4","1",0,0,20,"38","<=50K"
28,"1",207213,"11","2","10","0","4","1",0,0,40,"38",">50K"
34,"4",100079,"9","0","11","1","4","1",0,0,48,"38",">50K"
50,"4",401118,"15","2","2","0","4","1",0,0,48,"38",">50K"
29,"2",168470,"8","2","5","0","4","1",0,0,40,"38",">50K"
51,"2",142835,"11","2","13","0","4","1",0,0,50,"38",">50K"
30,"4",167990,"8","2","2","0","4","1",0,0,60,"38","<=50K"
61,"2",115023,"15","2","7","0","4","1",0,0,12,"38","<=50K"
26,"4",202560,"7","4","7","3","4","0",0,0,40,"38","<=50K"
52,"2",183611,"15","2","11","0","2","1",0,0,33,"38","<=50K"
43,"0",114537,"12","2","12","0","4","1",0,0,40,"38",">50K"
28,"2",111900,"15","4","2","1","4","1",0,0,40,"38","<=50K"
22,"2",188274,"11","2","5","0","4","1",0,0,50,"38","<=50K"
28,"2",42734,"11","4","13","1","4","1",0,0,42,"38","<=50K"
42,"5",136996,"11","0","2","4","4","1",0,0,40,"38","<=50K"
25,"2",298225,"11","2","6","0","4","1",0,0,45,"25","<=50K"
47,"4",159869,"15","2","2","0","4","1",15024,0,56,"38",">50K"
57,"2",204751,"15","6","3","1","4","1",0,0,50,"38","<=50K"
32,"2",199963,"11","0","0","3","4","0",0,0,40,"38","<=50K"
61,"4",133969,"15","0","9","1","4","1",0,0,30,"38","<=50K"
40,"4",111971,"11","2","2","0","4","1",0,0,50,"38","<=50K"
39,"2",91367,"9","2","11","0","4","1",0,0,50,"38",">50K"
58,"2",145574,"11","4","2","1","4","1",0,0,25,"38","<=50K"
33,"0",339388,"8","2","2","0","4","1",0,0,40,"38",">50K"
22,"1",412316,"1","2","5","0","4","1",2961,0,40,"38","<=50K"
50,"2",226735,"2","2","2","0","4","1",0,0,38,"8","<=50K"
53,"2",223660,"9","6","4","1","4","1",0,0,48,"38","<=50K"
50,"2",172052,"14","2","9","0","4","1",0,0,50,"38",">50K"
35,"2",337286,"15","4","7","1","4","1",0,0,30,"38","<=50K"
42,"1",193537,"1","2","2","5","4","0",0,0,40,"38","<=50K"
30,"2",177596,"15","4","7","1","1","0",0,0,40,"38","<=50K"
25,"2",221757,"11","2","5","0","4","1",0,0,50,"38","<=50K"
42,"5",163069,"15","2","11","2","1","0",0,0,40,"29","<=50K"
53,"2",257940,"15","2","3","0","4","1",0,0,55,"38",">50K"
38,"2",205359,"8","0","7","4","4","0",0,0,25,"38","<=50K"
26,"2",34393,"9","2","3","5","0","0",0,0,35,"38",">50K"
28,"2",188064,"11","4","13","3","4","1",0,0,40,"38","<=50K"
47,"2",241832,"11","2","2","0","2","1",3464,0,40,"38",">50K"
29,"2",53271,"11","2","13","0","4","1",0,0,40,"38","<=50K"
41,"5",363591,"7","2","10","0","4","1",0,0,40,"38","<=50K"
47,"3",173783,"9","2","3","0","4","1",0,1902,55,"38",">50K"
44,"2",408717,"11","2","2","0","4","1",0,0,40,"38",">50K"
44,"4",231348,"15","2","13","0","4","1",0,0,45,"38",">50K"
34,"2",189759,"15","2","3","0","4","1",0,0,40,"38",">50K"
22,"1",134181,"4","4","10","2","0","1",0,0,60,"12","<=50K"
35,"2",202027,"15","2","13","0","4","1",0,0,40,"38","<=50K"
43,"2",145441,"15","2","6","0","4","1",0,0,30,"38","<=50K"
46,"3",275625,"15","6","6","4","2","0",0,0,40,"38","<=50K"
20,"2",172047,"15","4","7","3","4","1",0,0,40,"38","<=50K"
48,"3",148995,"9","0","3","1","4","1",0,0,68,"38","<=50K"
39,"2",194287,"5","4","2","3","4","1",0,0,40,"38","<=50K"
45,"1",160173,"9","2","2","0","4","1",0,0,40,"38","<=50K"
36,"2",162164,"11","2","13","0","0","1",0,1651,55,"38","<=50K"
29,"2",56630,"1","2","13","3","4","1",0,0,40,"38","<=50K"
26,"2",106548,"1","4","13","1","4","1",0,0,40,"38","<=50K"
35,"3",153976,"11","2","2","0","4","1",0,0,50,"21",">50K"
50,"5",297551,"9","2","9","0","4","1",0,0,50,"40","<=50K"
48,"2",192791,"10","2","9","0","4","1",0,0,40,"21",">50K"
44,"2",165815,"6","2","2","0","2","1",3103,0,35,"38","<=50K"
42,"1",569930,"2","2","7","0","2","1",0,0,40,"38","<=50K"
20,"2",194138,"11","4","13","4","1","1",0,0,40,"34","<=50K"
50,"4",312477,"9","2","11","0","4","1",15024,0,80,"38",">50K"
24,"2",170070,"9","4","3","3","2","0",0,0,40,"38","<=50K"
33,"2",157747,"8","2","11","0","4","1",0,0,36,"38","<=50K"
32,"2",206541,"9","2","11","0","4","1",99999,0,60,"38",">50K"
28,"2",161674,"9","4","0","1","1","0",0,0,40,"16","<=50K"
62,"5",379885,"11","2","7","0","4","1",0,0,40,"38","<=50K"
53,"2",366957,"11","6","13","1","4","1",0,0,20,"38","<=50K"
30,"2",124020,"15","2","11","0","4","1",0,0,40,"38",">50K"
28,"2",249870,"8","2","6","0","2","1",0,0,50,"38","<=50K"
21,"2",213041,"15","4","9","3","4","0",0,0,32,"38","<=50K"
23,"2",236804,"7","4","7","3","4","1",0,0,39,"38","<=50K"
41,"2",116391,"11","6","5","4","4","1",0,0,40,"38","<=50K"
38,"4",109133,"11","2","2","0","4","1",0,0,45,"38","<=50K"
21,"1",243178,"11","4","4","3","4","1",0,0,40,"38","<=50K"
40,"2",235371,"5","2","2","0","4","1",0,0,40,"38","<=50K"
27,"4",219897,"12","4","9","3","4","0",0,0,60,"38","<=50K"
41,"2",202980,"9","2","9","0","4","1",0,0,40,"38","<=50K"
46,"2",163352,"5","2","13","0","4","1",0,0,45,"38","<=50K"
43,"4",170721,"14","2","9","0","4","1",0,1902,50,"38",">50K"
51,"2",239155,"0","2","13","0","4","1",0,0,55,"38","<=50K"
43,"2",187322,"15","2","11","0","4","1",0,0,50,"38",">50K"
47,"2",72896,"11","2","13","0","4","1",0,0,40,"38","<=50K"
47,"2",178309,"11","2","0","5","4","0",0,0,38,"38","<=50K"
39,"2",43712,"9","2","9","0","4","1",0,0,60,"38",">50K"
46,"2",158656,"8","4","0","3","4","0",0,0,38,"38","<=50K"
26,"2",335533,"6","2","6","0","4","1",0,0,40,"25","<=50K"
25,"2",122999,"11","2","6","2","4","1",0,0,30,"38","<=50K"
23,"2",62278,"9","4","11","1","4","1",0,0,55,"38","<=50K"
37,"2",211154,"15","2","6","0","4","1",0,0,40,"38","<=50K"
43,"2",187795,"9","4","9","1","4","1",0,0,40,"38","<=50K"
47,"2",200734,"1","0","5","1","2","0",0,0,33,"38","<=50K"
21,"2",143062,"11","4","4","3","4","1",0,0,24,"30","<=50K"
41,"2",342164,"15","0","3","2","4","0",0,0,40,"4","<=50K"
47,"4",165468,"11","0","4","4","4","1",0,0,45,"38","<=50K"
47,"4",159726,"15","0","4","1","4","1",0,0,40,"38","<=50K"
41,"2",198965,"11","2","2","0","4","1",0,0,40,"20",">50K"
61,"2",175999,"15","2","3","0","4","1",0,0,50,"38",">50K"
23,"2",199452,"11","4","0","3","4","0",0,0,40,"38","<=50K"
26,"1",386949,"12","4","9","1","4","0",0,0,45,"38","<=50K"
29,"4",341672,"15","4","4","3","4","1",0,0,55,"38","<=50K"
57,"1",190561,"15","0","0","4","4","0",0,0,40,"38","<=50K"
30,"2",103435,"8","5","13","1","4","1",0,1876,55,"38","<=50K"
32,"2",133503,"8","2","2","0","4","1",3464,0,40,"38",">50K"
36,"2",188834,"11","2","3","0","4","1",0,0,50,"38","<=50K"
28,"2",211184,"15","4","0","1","4","0",0,0,40,"38","<=50K"
45,"2",190115,"15","2","11","0","4","1",0,0,40,"38",">50K"
19,"2",238969,"11","4","5","3","4","1",0,0,25,"25","<=50K"
49,"4",219718,"11","2","2","0","4","1",0,0,45,"4",">50K"
20,"2",190423,"15","4","7","1","4","0",0,0,25,"38","<=50K"
30,"0",164552,"9","4","9","1","4","1",0,0,38,"38","<=50K"
81,"2",364099,"15","6","0","1","4","0",0,0,20,"38","<=50K"
50,"2",134766,"9","2","3","0","4","1",0,1977,75,"38",">50K"
48,"2",176810,"11","0","2","1","2","1",0,0,37,"38","<=50K"
33,"2",179758,"11","4","7","1","4","0",0,0,65,"38","<=50K"
30,"2",33688,"11","4","6","1","4","0",0,0,42,"38","<=50K"
37,"2",61299,"9","4","7","4","4","1",0,0,40,"38","<=50K"
56,"2",33323,"15","2","11","0","4","1",0,0,40,"38",">50K"
26,"2",336404,"6","2","11","0","4","1",0,0,48,"38","<=50K"
48,"2",192791,"15","0","5","1","4","1",0,0,40,"38","<=50K"
38,"2",170020,"7","2","0","0","2","1",0,0,40,"38","<=50K"
45,"2",49298,"11","2","6","0","4","1",0,0,48,"38",">50K"
47,"2",201865,"15","2","11","0","4","1",0,0,40,"38","<=50K"
24,"2",140001,"9","4","0","1","4","1",0,0,40,"38","<=50K"
44,"2",98211,"9","2","3","0","2","1",15024,0,50,"38",">50K"
27,"1",229223,"11","4","9","2","2","0",14084,0,36,"38",">50K"
31,"2",237317,"15","2","3","0","4","1",0,0,40,"38","<=50K"
62,"2",345780,"4","2","13","0","4","1",0,0,40,"38","<=50K"
44,"4",483201,"9","2","3","0","4","1",0,0,47,"38",">50K"
37,"2",220237,"8","2","2","0","4","1",0,0,40,"38","<=50K"
42,"1",213019,"12","0","9","1","2","0",0,0,42,"38","<=50K"
50,"2",173754,"9","2","3","0","4","1",0,0,60,"38",">50K"
19,"2",229745,"15","4","0","1","2","1",0,0,25,"38","<=50K"
29,"2",286452,"11","4","9","1","4","0",0,0,38,"38",">50K"
59,"2",175942,"11","2","2","0","4","1",0,0,40,"38",">50K"
32,"2",226267,"9","2","9","0","4","1",0,0,40,"38",">50K"
18,"2",174732,"1","4","5","3","4","1",0,0,20,"38","<=50K"
57,"4",225913,"11","2","0","0","4","1",0,0,30,"38","<=50K"
26,"2",131686,"9","4","0","3","4","0",0,0,40,"38","<=50K"
35,"4",108198,"9","2","11","0","4","1",0,0,50,"38",">50K"
64,"0",179985,"11","6","0","1","4","0",0,0,40,"38","<=50K"
44,"3",118212,"11","2","2","0","4","1",0,0,60,"38",">50K"
38,"2",258761,"15","2","11","0","4","1",0,0,50,"38","<=50K"
37,"1",189878,"15","0","10","4","4","1",0,0,60,"38","<=50K"
21,"2",163595,"15","4","7","3","4","1",0,0,20,"38","<=50K"
46,"2",54985,"11","2","6","0","4","1",0,1887,48,"38",">50K"
45,"3",201699,"14","2","9","0","4","1",25236,0,65,"38",">50K"
36,"2",263130,"11","0","7","1","2","0",0,0,35,"38","<=50K"
55,"2",189719,"12","2","2","0","4","1",0,1902,40,"38",">50K"
52,"4",165278,"11","0","11","1","4","1",0,0,25,"38","<=50K"
40,"2",79036,"11","2","2","0","4","1",0,0,40,"38",">50K"
53,"2",238481,"12","2","3","0","4","1",0,0,50,"38",">50K"
34,"2",81223,"11","4","0","3","4","0",0,0,40,"38","<=50K"
40,"0",77332,"9","0","3","4","4","0",0,0,35,"38","<=50K"
36,"2",181721,"1","2","13","0","4","1",0,0,50,"38","<=50K"
24,"2",154422,"15","0","0","3","2","0",0,0,40,"38","<=50K"
44,"2",160829,"15","0","9","4","4","0",0,0,38,"9","<=50K"
20,"2",470875,"11","2","4","2","4","1",0,2001,45,"38","<=50K"
46,"2",110171,"11","2","3","0","4","1",0,0,50,"38",">50K"
17,"2",226717,"1","4","7","3","4","1",0,0,7,"38","<=50K"
24,"2",211391,"15","4","0","1","4","0",0,0,42,"38","<=50K"
56,"2",290641,"11","2","2","0","4","1",0,0,47,"38","<=50K"
56,"4",323639,"0","4","11","1","4","1",0,0,35,"26","<=50K"
26,"2",238367,"9","4","3","1","4","1",0,0,25,"38","<=50K"
34,"2",344275,"11","0","2","1","4","1",0,0,30,"38","<=50K"
33,"2",170148,"11","0","0","4","4","0",0,0,45,"38","<=50K"
28,"2",204516,"0","0","13","3","4","1",0,880,40,"38","<=50K"
35,"2",187329,"8","4","7","1","0","0",0,0,40,"38","<=50K"
26,"2",139116,"15","4","0","4","2","0",0,0,18,"38","<=50K"
57,"4",56480,"15","2","3","0","4","1",0,1977,48,"38",">50K"
25,"2",122075,"1","2","6","0","4","1",0,0,48,"38","<=50K"
42,"2",183241,"11","0","3","1","4","0",0,0,45,"38","<=50K"
53,"2",156612,"12","0","0","4","4","0",0,0,40,"38","<=50K"
55,"2",141727,"8","6","9","1","4","0",0,2444,40,"38",">50K"
