"","tax","income","csp","age","educ","marital","race","sex","ss"
"11416",685,84200,0,28,"39","7","1","1",0
"11418",650,26873,0,80,"39","1","1","1",8946
"11419",400,28187,0,80,"39","4","1","2",12534
"11420",344,24150,0,75,"39","1","1","2",4866
"11421",350,33895,0,68,"44","1","1","2",9186
"11422",0,5833,0,57,"45","7","1","1",0
"11423",1100,142301,0,39,"43","1","1","1",0
"11424",800,64746,0,36,"42","1","1","2",0
"11425",1500,71020,0,43,"39","1","1","1",0
"11426",344,20774,0,79,"34","4","1","2",11346
"11427",850,83850,0,50,"44","1","1","1",0
"11428",350,41958,0,55,"39","1","1","1",0
"11429",300,86626,0,67,"39","4","1","2",10626
"11430",1064,26468,0,81,"43","4","1","2",10146
"11431",358,28798,0,46,"40","1","1","2",0
"11432",400,33800,0,38,"39","1","1","1",0
"11433",387,17287,0,88,"34","4","1","2",10146
"11434",2400,69098,0,65,"43","1","1","2",10146
"11435",0,24524,0,25,"43","1","1","1",0
"11436",0,26000,0,27,"44","3","1","1",0
"11437",1000,41512,0,29,"39","1","1","1",0
"11438",584,84232,0,39,"43","1","1","1",0
"11439",1182,70231,9000,46,"44","5","1","2",0
"11440",600,11617,0,78,"34","5","1","1",9186
"11441",750,63054,0,46,"39","1","1","2",0
"11442",664,67108,0,42,"39","1","1","2",0
"11443",400,26000,0,59,"42","1","2","1",0
"11444",150,48575,0,38,"41","5","1","2",8400
"11445",869,39338,0,70,"40","4","1","2",10146
"11446",2500,43951,0,53,"43","5","1","2",0
"11447",534,49869,0,25,"40","7","1","1",0
"11448",800,100338,0,61,"40","1","1","2",0
"11449",0,23040,0,33,"43","7","1","1",0
"11450",1400,46026,0,62,"35","1","1","1",11346
"11451",190,22933,0,58,"39","5","1","2",0
"11452",0,10000,0,47,"36","1","2","2",0
"11453",1250,30320,0,78,"43","1","1","2",12810
"11454",0,8718,0,59,"37","4","2","2",5214
"11455",0,3744,0,69,"33","4","2","2",0
"11456",0,12468,0,84,"32","1","2","1",6546
"11457",3,22019,0,83,"34","3","2","1",7200
"11458",0,46580,0,33,"40","1","1","1",0
"11459",0,29400,0,28,"39","1","2","1",0
"11460",265,22836,0,65,"34","5","1","1",0
"11461",670,113457,0,45,"39","1","1","2",0
"11462",800,30352,0,70,"39","1","1","2",7026
"11463",0,34836,0,58,"36","1","1","1",0
"11464",1200,55600,0,52,"40","5","1","1",0
"11465",0,14500,0,27,"43","1","1","1",0
"11467",0,12000,0,44,"43","5","2","2",8160
"11468",600,18759,0,73,"39","5","1","2",11718
"11469",0,6576,0,25,"37","6","1","2",0
"11470",225,23714,0,47,"39","1","1","2",0
"11471",0,15040,0,44,"42","5","3","2",0
"11472",3704,160000,0,42,"44","1","1","2",0
"11473",646,28117,0,76,"41","4","1","2",8754
"11474",880,27032,0,79,"39","1","1","1",8226
"11475",2014,32134,0,73,"43","1","1","2",5220
"11476",282,18000,0,53,"39","4","2","2",0
"11477",0,9029,0,41,"41","3","1","2",0
"11478",11000,76727,0,65,"39","7","1","1",12670
"11479",1300,88092,0,73,"39","1","1","1",18546
"11480",1220,31951,0,55,"43","5","1","2",0
"11481",864,93300,0,52,"43","1","1","1",0
"11482",0,24570,0,28,"41","1","1","1",0
"11483",0,21112,0,59,"35","1","1","1",8322
"11484",0,17341,0,49,"40","5","1","2",0
"11485",900,47792,0,87,"40","1","1","1",9306
"11486",225,31519,0,86,"39","1","1","1",13746
"11487",191,18836,0,64,"43","6","1","2",6066
"11488",906,84180,0,51,"44","1","1","2",0
"11489",0,17546,0,68,"39","4","1","2",15546
"11490",385,47616,0,54,"39","5","1","2",0
"11491",235,4702,2700,26,"40","7","1","2",0
"11492",0,21300,0,34,"39","7","3","1",0
"11493",1200,36961,0,69,"40","4","1","2",12546
"11494",835,71126,0,50,"40","1","1","1",0
"11495",0,15145,0,41,"40","7","1","2",0
"11496",2500,54904,0,74,"36","1","1","1",11604
"11497",0,65936,0,29,"39","1","1","1",0
"11498",0,15552,0,61,"35","1","1","1",8046
"11499",0,28826,0,90,"34","4","1","2",9186
"11500",625,35000,0,40,"40","1","1","1",0
"11501",0,39015,0,32,"39","5","1","1",0
"11502",0,36325,0,20,"40","7","1","2",0
"11503",1000,76010,0,30,"43","1","1","1",0
"11504",0,20937,0,65,"40","5","1","1",4860
"11505",687,21408,0,48,"42","5","1","2",0
"11506",694,43063,0,51,"43","5","1","1",0
"11507",0,9109,0,50,"43","5","1","2",9084
"11508",0,21852,0,70,"38","1","1","1",10746
"11509",679,42876,0,73,"39","1","1","1",0
"11510",1725,15803,0,69,"39","1","1","1",9426
"11511",1050,19527,0,56,"44","5","1","2",0
"11512",1200,40812,4620,40,"40","5","1","2",0
"11513",0,10750,0,30,"34","1","1","1",0
"11514",1844,73881,0,39,"40","5","1","2",0
"11515",0,28028,0,44,"41","7","1","1",0
"11516",2100,37024,0,77,"34","4","1","2",11502
"11517",2606,125484,0,48,"43","1","1","1",0
"11518",1600,228711,0,44,"44","7","1","2",0
"11519",0,27920,0,69,"41","5","1","1",12000
"11520",800,9614,0,75,"39","1","1","1",1854
"11521",1374,27520,0,47,"41","5","1","1",14946
"11522",700,44250,0,77,"39","4","1","2",12750
"11523",0,39368,0,27,"43","7","1","1",0
"11524",0,15020,0,61,"39","5","1","1",0
"11525",2400,35540,0,62,"40","5","1","1",0
"11526",3000,25782,0,77,"39","1","1","2",7746
"11527",0,39600,0,30,"39","1","1","2",0
"11528",0,103593,0,32,"44","7","1","1",0
"11529",1650,56000,0,64,"33","4","1","2",0
"11530",1000,35000,0,36,"35","1","1","2",0
"11531",400,12000,0,32,"33","1","1","2",0
"11532",2916,100608,0,49,"44","1","1","1",0
"11533",2500,117006,0,51,"43","1","1","1",0
"11534",0,24000,0,27,"41","7","2","2",0
"11535",560,156258,0,36,"37","1","1","1",0
"11536",0,35828,0,36,"36","1","1","1",0
"11537",650,26252,0,81,"39","4","1","2",10146
"11538",5124,38352,0,75,"40","1","1","2",6522
"11539",60,63000,0,25,"41","1","1","1",0
"11540",700,48640,0,37,"40","1","1","1",0
"11541",0,60794,0,77,"36","4","2","2",10794
"11542",2300,46850,0,33,"35","1","1","1",0
"11543",2000,39124,0,54,"39","5","1","2",0
"11544",1623,68220,0,28,"41","1","1","1",0
"11545",1900,23989,0,72,"40","4","1","2",12546
"11546",0,5688,0,79,"35","4","1","2",5346
"11547",1400,33602,0,50,"40","5","1","2",0
"11548",700,61692,0,81,"35","1","1","1",6942
"11549",1600,64841,0,32,"39","1","1","1",0
"11550",1800,68500,0,51,"40","1","1","2",0
"11552",0,43743,0,35,"43","1","1","2",0
"11553",0,21255,0,84,"39","5","1","2",15240
"11554",0,41600,0,25,"40","7","1","1",0
"11555",6,11604,0,75,"33","4","1","2",4638
"11556",1400,73000,0,54,"39","1","1","1",0
"11557",0,17100,0,31,"40","1","1","1",0
"11558",0,11808,0,80,"40","4","1","2",10800
"11559",1150,48500,0,35,"36","1","1","1",0
"11560",383,33520,0,38,"37","1","1","1",0
"11561",520,45169,0,50,"37","1","1","1",0
"11562",600,36800,0,34,"41","1","1","1",0
"11563",586,33192,0,73,"43","1","1","2",7546
"11564",0,40510,0,18,"39","7","1","2",0
"11566",2721,56058,0,57,"39","1","1","1",0
"11567",525,28726,0,63,"39","1","1","1",8946
"11568",800,41352,0,54,"40","1","1","1",0
"11569",1500,62942,0,74,"43","1","1","1",15972
"11570",587,33456,0,88,"40","1","1","1",10866
"11571",1553,179184,0,34,"43","7","1","1",0
"11572",600,62500,0,43,"39","1","1","1",0
"11573",0,48000,0,52,"42","5","1","2",0
"11574",1250,35268,0,62,"40","5","1","1",0
"11575",800,20550,0,85,"40","1","1","1",13600
"11577",1000,36300,0,26,"39","7","1","1",0
"11578",853,26760,0,68,"43","1","1","1",13830
"11579",3800,111000,0,42,"44","1","1","2",0
"11580",2700,66000,0,42,"40","1","3","1",0
"11581",0,60450,0,26,"43","7","4","1",0
"11582",2000,154000,0,32,"44","1","1","1",0
"11583",0,15010,0,46,"43","5","1","1",0
"11584",250,29251,0,52,"39","5","1","2",0
"11585",0,66762,0,74,"35","1","1","2",5826
"11586",0,76465,0,41,"39","1","1","1",0
"11587",156,23524,0,35,"41","7","1","1",0
"11588",2500,83900,0,36,"40","1","1","1",0
"11589",0,32200,0,23,"39","1","1","1",0
"11590",0,95000,0,31,"40","1","1","2",0
"11591",0,10000,0,24,"39","7","1","2",0
"11592",0,6456,0,85,"39","5","1","2",5790
"11593",175,14224,0,82,"40","1","1","1",8096
"11594",238,19608,0,80,"34","4","1","2",3666
"11595",429,65650,0,49,"43","1","1","1",0
"11596",44,12378,0,80,"35","4","1","2",3042
"11597",900,58760,0,54,"39","1","1","2",0
"11598",0,2650,0,20,"40","7","4","1",0
"11599",611,20330,0,62,"40","1","1","1",9164
"11600",54,7380,0,79,"34","1","1","1",5838
"11601",90,25160,0,54,"37","1","1","2",0
"11602",725,13168,0,74,"39","4","1","2",10314
"11603",61,50014,0,80,"39","4","1","2",7014
"11604",170,6791,0,80,"44","4","1","2",6762
"11605",1498,272960,0,74,"39","1","1","1",9702
"11606",1600,20900,3900,33,"37","1","1","2",0
"11607",280,43723,0,46,"39","1","1","1",0
"11608",1426,24748,0,73,"36","1","1","1",9546
"11609",1350,53126,0,52,"41","1","1","1",0
"11610",740,43200,0,35,"43","5","1","2",0
"11611",1500,192808,0,57,"44","1","1","1",0
"11612",3315,30692,0,78,"39","1","1","1",12546
"11613",500,28560,9000,43,"43","5","1","1",0
"11614",0,22633,0,21,"40","7","1","2",0
"11615",900,14658,0,70,"39","1","1","1",5346
"11616",600,47805,0,40,"40","1","1","1",0
"11617",620,13946,0,62,"34","4","1","2",9996
"11619",500,119697,0,74,"37","1","1","1",5400
"11620",1500,63500,0,64,"39","1","1","1",0
"11621",0,15324,0,58,"39","1","1","1",0
"11622",0,35998,0,71,"33","1","1","1",6606
"11623",250,110452,0,28,"40","1","1","1",0
"11624",580,33907,0,75,"43","4","1","2",0
"11625",800,65024,0,31,"43","1","1","2",0
"11626",985,81249,0,61,"41","1","1","1",0
"11627",1600,18183,0,71,"41","4","1","2",12474
"11628",9997,11662,0,49,"39","1","1","1",8112
"11629",742,42210,0,74,"39","4","1","2",12210
"11630",500,47516,0,31,"39","1","1","1",0
"11631",0,23583,0,21,"39","3","1","2",0
"11632",37,7800,0,57,"36","5","1","1",0
"11633",0,32577,0,52,"40","5","2","1",0
"11635",650,54592,0,69,"39","1","1","2",10782
"11636",880,30438,0,65,"34","1","1","1",1100
"11637",600,71704,0,39,"39","1","1","1",0
"11638",1560,46346,0,66,"40","1","1","1",12066
"11639",0,6930,0,65,"39","5","1","2",2622
"11640",218,16300,0,80,"39","4","1","2",11000
"11641",4680,40762,0,62,"40","1","1","2",0
"11642",1498,108367,0,62,"37","1","1","1",0
"11643",1000,12603,0,84,"39","4","1","2",12546
"11644",1250,35600,0,50,"39","1","1","1",0
"11645",500,47726,0,43,"41","1","1","1",0
"11646",144,17013,0,42,"40","5","1","1",0
"11647",113,23317,0,84,"39","1","1","1",18844
"11648",495,49081,0,71,"43","1","1","1",12852
"11649",47,20420,0,74,"40","5","1","2",0
"11650",48,60000,0,55,"33","1","3","1",0
"11651",0,8346,0,41,"39","4","1","2",3486
"11652",540,40505,0,46,"40","1","1","1",0
"11653",0,24204,0,33,"39","1","1","1",0
"11654",0,34103,0,34,"42","1","1","1",0
"11655",55,14970,0,71,"39","4","1","2",8946
"11656",1100,19680,0,46,"40","4","1","2",0
"11657",0,24770,0,82,"39","1","1","1",4134
"11658",280,2170,0,74,"37","4","1","2",1678
"11659",470,24388,0,71,"40","1","1","2",7746
"11660",3900,42125,0,44,"40","7","1","1",0
"11661",0,80239,0,52,"46","7","1","2",0
"11662",2290,21115,0,68,"39","4","1","2",6222
"11663",0,1900,0,38,"42","5","3","2",0
"11664",0,18000,0,18,"37","7","1","1",0
"11665",700,17265,0,55,"40","7","1","1",0
"11666",100,28746,0,70,"39","1","1","2",7164
"11667",244,35050,0,24,"40","1","1","2",0
"11668",4800,43896,0,71,"35","1","1","2",8250
"11669",900,61071,0,35,"39","1","1","1",0
"11670",0,44500,0,23,"39","1","1","1",0
"11671",0,23160,0,70,"39","1","1","1",11682
"11672",1728,16144,0,81,"34","4","1","1",11646
"11673",0,33431,0,28,"43","1","1","1",0
"11674",4500,79838,0,53,"39","1","1","1",0
"11676",760,39485,0,42,"43","1","1","1",0
"11677",225,23050,0,28,"39","1","1","2",0
"11678",1100,135529,0,72,"42","1","1","2",5526
"11679",13,12478,0,22,"37","1","1","2",0
"11680",1600,69972,0,33,"40","1","1","1",0
"11681",400,19146,0,81,"39","4","1","2",9546
"11682",972,196962,0,57,"43","6","2","2",0
"11683",500,51622,0,50,"39","1","2","2",12546
"11684",430,66278,0,43,"44","1","1","1",0
"11685",718,16671,0,65,"40","4","1","2",13386
"11686",1200,60500,0,38,"43","1","1","2",0
"11687",0,25020,0,49,"46","1","1","1",0
"11688",750,4120,0,60,"40","1","1","1",0
"11689",0,32000,0,37,"35","6","1","1",0
"11690",315,145160,0,42,"40","1","3","1",0
"11691",0,30120,0,39,"44","1","1","1",0
"11692",0,23426,0,75,"39","4","1","2",3990
"11693",0,134060,0,86,"39","1","1","1",6756
"11694",0,14700,0,87,"41","4","1","1",10000
"11695",0,67000,0,29,"43","7","1","2",0
"11696",611,43632,0,83,"39","1","1","2",10170
"11697",20000,286339,0,56,"44","1","1","2",0
"11698",2300,60308,0,36,"44","1","4","1",0
"11699",1100,155010,0,29,"43","1","1","2",0
"11700",1400,59500,0,60,"40","1","1","2",0
"11701",550,65150,5200,39,"44","1","1","2",0
"11702",1000,51300,0,55,"43","1","1","2",0
"11703",1200,25586,0,70,"40","1","1","1",11346
"11704",0,30649,0,36,"43","1","1","1",0
"11705",474,50572,0,22,"40","1","1","1",0
"11706",1800,48220,0,55,"40","1","1","1",0
"11707",450,18741,0,71,"39","4","1","2",1741
"11708",0,69090,0,38,"37","7","2","2",0
"11709",980,450,0,61,"40","1","1","1",0
"11710",400,50936,0,70,"40","1","1","1",14946
"11711",0,22104,0,33,"43","1","1","1",0
"11712",0,47940,0,30,"42","7","1","1",0
"11713",1500,54616,0,40,"40","1","1","1",0
"11714",2100,125284,0,47,"43","5","1","1",0
"11715",4000,100020,0,37,"39","1","1","2",0
"11716",0,57105,0,31,"43","1","1","1",0
"11717",515,32680,0,74,"40","4","1","1",13848
"11719",238,42000,0,24,"39","7","1","1",0
"11720",1460,146400,0,36,"43","1","1","2",0
"11721",7510,20300,0,37,"39","4","1","2",0
"11722",0,87014,0,29,"44","1","2","1",0
"11723",1400,41208,0,44,"42","5","1","2",0
"11724",0,12650,0,20,"40","7","1","1",0
"11725",600,43000,0,34,"43","1","1","1",0
"11726",1700,107338,0,57,"39","1","1","1",0
"11727",984,37700,0,28,"33","1","1","1",0
"11728",700,49817,0,26,"40","1","1","1",0
"11729",990,102713,0,55,"43","1","1","1",0
"11730",0,24320,0,31,"40","7","1","2",0
"11731",0,31650,0,43,"43","5","1","1",0
"11732",4200,84012,0,29,"39","1","1","1",0
"11733",0,49191,0,46,"44","7","1","2",0
"11734",0,11748,0,46,"40","7","3","1",11466
"11735",569,11906,0,79,"39","4","1","2",10146
"11736",0,16726,0,44,"40","5","3","2",6546
"11737",672,75000,0,54,"44","6","1","1",0
"11738",354,27398,0,78,"43","4","1","2",5946
"11739",846,68017,0,41,"43","1","1","2",0
"11740",610,12889,0,75,"37","4","1","2",5610
"11741",213,40633,0,56,"43","7","1","1",0
"11742",0,17682,0,74,"39","4","1","2",10110
"11743",1200,126401,0,40,"43","1","1","1",0
"11744",126,25343,0,71,"39","4","1","2",6954
"11745",414,92204,0,35,"40","1","1","1",0
"11746",500,52836,0,57,"43","1","2","1",11658
"11747",600,23339,0,48,"40","5","1","1",0
"11748",248,34260,0,73,"39","1","1","1",3090
"11749",747,23502,0,89,"39","4","1","2",8502
"11750",725,14077,0,68,"42","1","4","1",6756
"11751",1171,36327,0,53,"42","5","1","1",0
"11752",500,208562,0,81,"39","4","1","1",0
"11753",300,37400,0,53,"39","1","1","1",0
"11754",0,62900,0,50,"43","1","1","2",0
"11755",800,54500,0,41,"39","1","4","1",0
"11756",0,35000,0,35,"39","5","1","2",0
"11757",0,29000,0,36,"33","1","1","1",0
"11758",1953,95000,0,37,"43","1","4","2",0
"11759",830,37000,0,39,"41","7","2","1",0
"11760",810,39106,0,63,"41","1","1","1",11451
"11761",0,24000,0,50,"40","1","1","1",0
"11762",0,11789,0,66,"36","4","2","1",10626
"11763",0,40500,0,47,"43","7","2","1",0
"11764",0,12912,0,48,"38","5","2","2",0
"11765",0,81000,0,35,"43","1","1","1",0
"11766",2200,21300,0,84,"39","4","1","2",12000
"11767",960,11071,0,62,"43","1","1","1",0
"11768",550,20229,0,74,"42","5","2","2",0
"11769",350,7944,0,59,"40","5","1","2",0
"11770",0,15068,0,89,"39","4","1","2",5235
"11772",1380,22000,0,61,"39","5","1","2",0
"11773",700,27000,0,56,"36","1","1","2",0
"11775",1450,40788,14800,37,"43","5","1","2",0
"11776",652,184200,0,50,"40","1","1","1",0
"11777",228,165000,0,46,"44","1","1","1",0
"11778",900,32000,0,52,"40","1","1","1",0
"11779",2500,49814,0,45,"37","1","1","1",0
"11780",1850,47346,0,74,"40","1","1","1",11346
"11781",2400,28092,0,81,"43","1","1","1",8346
"11782",2400,106365,0,52,"43","1","1","1",0
"11783",0,14520,0,41,"36","1","1","2",0
"11784",0,80000,0,30,"39","7","1","1",0
"11785",2600,38000,0,63,"44","1","1","1",0
"11786",300,43504,0,63,"44","1","1","1",0
"11787",0,20000,0,26,"37","1","1","1",0
"11788",0,120026,0,31,"43","7","1","1",0
"11789",10600,289939,0,43,"46","1","1","1",0
"11790",0,14640,0,55,"43","1","4","1",0
"11791",3086,77134,0,50,"43","1","1","1",0
"11792",120,22370,0,83,"40","4","2","2",12258
"11793",962,48059,0,55,"41","1","1","1",0
"11794",2000,90080,0,37,"43","1","1","1",0
"11795",1624,131192,0,67,"40","1","1","2",3306
"11796",1000,63042,0,55,"42","5","1","2",0
"11797",700,66400,0,37,"39","1","1","1",0
"11798",0,40500,0,52,"43","5","1","1",0
"11799",0,32000,0,33,"39","3","1","2",0
"11800",0,29000,0,24,"39","1","1","1",0
"11801",666,6360,0,49,"43","5","1","2",0
"11802",0,2400,0,51,"40","5","1","1",0
"11803",0,26650,0,20,"39","1","1","1",0
"11804",1200,242753,0,49,"46","1","4","1",0
"11805",0,13100,0,45,"43","7","4","1",0
"11806",0,248645,0,41,"43","1","4","1",0
"11807",634,74534,0,71,"39","1","1","2",0
"11808",0,31324,0,79,"34","4","1","2",9324
"11809",1023,30890,0,42,"39","5","1","2",0
"11810",300,27036,0,82,"40","1","1","1",0
"11811",782,38325,0,33,"39","1","1","1",0
"11812",562,20589,0,85,"44","4","1","1",17546
"11813",435,38005,4005,37,"40","5","1","2",0
"11814",600,56000,0,49,"40","1","1","1",0
"11815",200,35586,0,35,"40","5","1","2",8586
"11816",0,66130,0,72,"40","4","2","2",8223
"11817",1942,42508,0,70,"43","1","1","1",9978
"11818",4900,43101,0,79,"40","1","1","2",6138
"11819",2200,54000,0,39,"43","1","1","1",0
"11820",850,18801,0,82,"33","4","1","2",12306
"11821",750,19572,0,64,"36","1","2","1",7026
"11822",530,29826,0,55,"38","4","2","2",0
"11823",0,32050,0,30,"43","7","1","2",0
"11824",2200,12846,0,68,"34","4","2","2",3246
"11825",0,25000,0,31,"43","7","2","1",0
"11826",0,10966,0,80,"39","4","1","2",9750
"11828",350,40446,0,53,"41","1","1","1",0
"11829",0,38796,3796,29,"39","1","1","2",0
"11830",0,39030,0,36,"37","1","1","1",0
"11831",875,55858,0,80,"40","4","1","2",10146
"11832",0,10400,0,25,"39","7","1","1",0
"11833",0,26700,0,35,"42","7","1","1",0
"11834",4240,77324,0,45,"41","1","1","1",0
"11835",2100,45600,0,51,"39","1","1","1",0
"11836",1881,79041,0,57,"39","1","1","1",0
"11837",2000,56000,0,45,"39","1","1","1",0
"11838",0,67640,4140,26,"41","5","1","2",0
"11839",0,50000,0,24,"43","7","2","2",0
"11840",1200,23892,0,66,"36","4","2","2",11214
"11841",3000,60004,0,51,"43","1","2","1",0
"11842",1881,110880,0,57,"39","1","1","2",0
"11844",2085,61500,0,44,"45","1","1","1",0
"11845",1100,32920,0,68,"42","4","1","2",13998
"11846",4500,31033,0,39,"39","1","1","2",0
"11847",800,13632,0,78,"36","1","1","2",6546
"11848",500,28494,6344,42,"39","5","1","2",0
"11849",500,51221,0,54,"39","1","1","2",0
"11850",0,30000,0,39,"44","5","1","1",0
"11851",310,12926,0,74,"43","4","1","2",9306
"11852",0,14552,0,48,"36","1","1","1",13440
"11853",528,17007,0,83,"43","4","1","2",8982
"11854",200,28000,0,52,"39","1","1","1",0
"11855",187,45320,0,61,"41","5","1","2",2400
"11856",0,81049,0,27,"40","1","1","2",0
"11857",0,42131,0,79,"43","7","1","1",6534
"11858",0,65112,0,33,"44","7","1","1",0
"11859",1100,87100,0,40,"41","1","1","1",0
"11860",344,50210,0,30,"43","1","1","1",0
"11861",1750,7458,0,50,"42","5","1","2",0
"11862",1575,36600,0,30,"43","7","1","2",0
"11863",0,21740,0,23,"39","7","1","2",0
"11864",0,37268,0,78,"39","4","1","1",11202
"11865",0,17715,700,42,"40","5","1","2",0
"11866",0,22118,1848,34,"39","7","1","2",0
"11867",338,52000,0,33,"40","5","1","1",0
"11868",0,5100,0,27,"39","5","1","2",0
"11869",250,59422,0,39,"40","1","1","1",0
"11870",500,39164,0,43,"39","5","1","1",0
"11871",2400,10927,0,34,"39","1","1","1",0
"11872",410,17600,0,33,"39","7","1","1",0
"11873",441,28840,1800,44,"37","5","1","1",0
"11874",178,26910,0,68,"39","5","1","1",6942
"11875",0,81824,0,52,"44","1","1","1",0
"11876",440,95643,0,52,"43","1","1","1",0
"11877",0,21579,0,20,"39","5","1","2",0
"11878",333,58642,0,63,"36","1","2","1",0
"11879",0,13510,0,22,"39","1","4","1",0
"11880",602,25826,0,78,"46","4","1","1",10626
"11881",58,40001,0,49,"39","5","1","1",0
"11882",792,39411,0,54,"39","5","1","2",0
"11883",175,8887,0,78,"41","4","1","2",6487
"11884",252,34056,0,66,"35","1","1","1",0
"11885",1150,54338,0,60,"43","1","1","2",0
"11886",1450,56609,0,72,"44","1","4","1",12000
"11887",800,47636,960,42,"39","4","1","2",10800
"11888",0,18606,0,62,"35","1","2","1",12006
"11889",185,41640,0,56,"39","1","1","1",0
"11890",0,63200,0,33,"40","5","2","1",0
"11891",5,12586,0,79,"39","4","1","1",12546
"11892",23,19107,0,82,"39","4","1","2",8178
"11894",0,19509,0,38,"39","1","1","2",0
"11895",250,52000,0,54,"37","1","1","1",0
"11896",611,49055,0,75,"39","4","1","2",11646
"11897",297,128400,0,57,"45","1","1","1",0
"11898",849,60028,0,81,"44","1","1","1",0
"11899",0,64900,0,36,"44","1","1","1",0
"11900",0,14340,0,38,"34","1","1","1",0
"11901",0,18640,0,45,"43","7","2","2",0
"11902",1000,37746,0,77,"36","4","2","2",6546
"11903",573,9798,0,79,"41","4","1","2",9090
"11905",677,32001,2000,39,"43","5","1","2",0
"11906",0,10007,0,42,"39","5","1","1",0
"11907",218,15887,0,89,"34","4","1","1",10746
"11908",0,12708,0,62,"37","1","1","2",0
"11910",0,26926,0,27,"39","1","1","2",0
"11911",1043,99680,0,42,"43","1","1","1",0
"11912",0,26029,0,22,"43","7","1","1",0
"11913",0,11818,0,71,"34","7","1","1",10818
"11914",350,74000,0,58,"34","1","1","2",0
"11915",574,46246,0,77,"39","1","1","1",10470
"11916",400,27672,0,79,"36","1","1","2",11346
"11917",1214,46093,0,67,"39","1","1","2",8358
"11918",1500,27000,0,42,"33","1","1","2",0
"11919",0,32891,0,35,"41","1","1","2",0
"11920",0,43060,0,76,"46","5","1","1",11154
"11921",0,56950,0,42,"40","6","1","1",0
"11922",1400,43092,0,63,"39","1","1","1",12756
"11923",7,20342,0,78,"39","4","1","2",11346
"11924",0,44920,0,29,"40","1","1","1",0
"11925",85,75000,0,58,"39","1","4","1",0
"11926",1350,62421,0,44,"39","5","1","1",0
"11927",768,21201,0,76,"40","4","1","2",10794
"11928",93,38442,0,40,"37","1","3","1",0
"11929",1500,30369,0,81,"41","4","1","2",18990
"11930",340,5276,0,52,"37","4","1","2",4146
"11931",0,71250,0,54,"39","1","1","2",0
"11932",1300,81925,0,58,"40","1","1","1",0
"11933",0,22000,0,23,"39","7","1","2",0
"11934",3497,35450,0,60,"41","7","1","1",0
"11935",0,28532,0,25,"42","7","1","1",0
"11936",0,25400,0,43,"40","7","1","1",0
"11937",2100,57500,0,55,"40","1","1","1",0
"11938",2240,44900,0,41,"39","7","1","1",0
"11940",1000,58604,0,64,"39","1","1","1",10000
"11941",0,46689,0,45,"41","5","1","1",0
"11942",420,14946,0,75,"39","4","1","2",8946
"11943",608,7442,0,90,"32","4","1","2",7434
"11944",0,47400,0,52,"33","1","1","1",0
"11945",0,70000,0,45,"44","7","1","1",0
"11946",0,59420,0,54,"40","4","3","1",0
"11947",0,10011,0,44,"43","6","2","1",0
"11948",1093,26146,0,73,"39","4","1","2",12546
"11949",138,28020,0,78,"39","4","1","1",14946
"11950",1500,69478,0,59,"36","1","1","2",0
"11951",0,5000,0,33,"43","1","1","1",0
"11952",878,77040,0,40,"39","7","1","1",0
"11954",700,47546,0,41,"39","1","1","1",0
"11955",0,77500,0,24,"43","7","1","2",0
"11956",0,47500,0,27,"40","7","1","1",0
"11957",1300,46000,0,60,"39","1","1","1",0
"11958",1750,55162,0,44,"39","1","1","2",0
"11959",1528,28028,0,49,"40","1","1","1",0
"11961",900,120840,0,71,"43","5","1","2",13626
"11962",250,12000,0,59,"40","1","1","1",0
"11963",5124,38271,0,72,"40","1","1","1",12546
"11964",0,30000,0,30,"39","7","1","1",0
"11965",0,70675,0,32,"43","1","1","1",0
"11966",800,20406,0,76,"39","1","1","1",10830
"11967",0,42545,1595,20,"40","5","3","2",0
"11968",900,13000,0,31,"40","6","1","2",0
"11969",4000,44000,0,33,"38","1","1","1",0
"11970",0,12001,0,61,"37","5","1","2",0
"11971",1800,66643,0,63,"39","1","1","2",904
"11972",1400,46299,0,64,"44","1","1","2",4554
"11973",1500,81972,0,68,"40","1","1","1",13746
"11974",799,154410,0,72,"34","1","1","1",14946
"11975",547,24092,0,73,"39","1","1","1",12546
"11976",1146,257950,0,47,"45","1","1","1",0
"11977",383,25000,0,31,"39","1","1","1",0
"11978",0,99700,1200,28,"37","1","1","1",0
"11979",0,25939,0,26,"40","1","1","1",0
"11980",586,22657,0,70,"43","3","1","1",13200
"11981",1800,123837,0,37,"44","7","1","1",0
"11982",0,4068,0,59,"40","5","1","2",0
"11983",740,240427,0,59,"43","1","1","2",0
"11984",0,13500,0,40,"41","7","2","2",0
"11985",365,35556,0,44,"43","5","1","1",0
"11986",1700,49888,0,40,"40","5","1","1",0
"11987",2566,26664,0,62,"39","1","1","1",11424
"11988",2200,85000,0,56,"46","7","1","1",0
"11989",0,13811,0,85,"39","4","1","2",8946
"11990",0,18934,0,76,"39","7","1","1",9690
"11991",0,50000,0,20,"39","5","1","2",0
"11992",1850,88631,0,62,"40","1","1","2",0
"11993",7200,51876,0,73,"39","1","1","1",11752
"11994",1620,54084,0,50,"43","1","1","1",0
"11995",0,38920,0,44,"39","1","1","1",0
"11996",1900,35200,0,31,"43","1","1","1",0
"11997",900,12356,0,90,"38","4","1","2",12246
"11998",0,24504,0,29,"39","1","1","1",0
"12000",0,15420,0,82,"39","1","1","1",10746
"12001",0,11892,0,87,"34","1","1","1",7746
"12002",0,28045,0,52,"43","5","1","2",0
